,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_filter__n,param_variant__alpha,param_variant__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.718199920654,0.132000017166,0.6005,0.602374496088,1,0.1,"(50, 50)","{'variant__hidden_layer_sizes': (50, 50), 'variant__alpha': 0.1, 'filter__n': 1}",174,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0459277535683,0.0224944117071,0.00687831614611,0.0032824663256
1,0.658400011063,0.14079990387,0.599,0.600250453137,1,0.1,"(50,)","{'variant__hidden_layer_sizes': (50,), 'variant__alpha': 0.1, 'filter__n': 1}",181,0.604244694132,0.603938730853,0.60375,0.6040625,0.6,0.5925,0.60375,0.6040625,0.583229036295,0.596688534833,0.0819184357916,0.0189673342293,0.00802594034509,0.00480465567796
2,0.659600067139,0.115399980545,0.6005,0.602374496088,1,0.1,"(25,)","{'variant__hidden_layer_sizes': (25,), 'variant__alpha': 0.1, 'filter__n': 1}",174,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0671315173416,0.0203233484254,0.00687831614611,0.0032824663256
3,0.59439997673,0.123600006104,0.59625,0.600937445166,1,0.1,"(25, 25)","{'variant__hidden_layer_sizes': (25, 25), 'variant__alpha': 0.1, 'filter__n': 1}",189,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.583229036295,0.596688534833,0.00538880363059,0.0232172880873,0.00925345300849,0.00383743726903
4,0.655000019073,0.141200017929,0.5975,0.595625453137,1,0.1,"(100, 25, 100)","{'variant__hidden_layer_sizes': (100, 25, 100), 'variant__alpha': 0.1, 'filter__n': 1}",185,0.604244694132,0.603938730853,0.58625,0.5959375,0.6,0.5925,0.61375,0.5890625,0.583229036295,0.596688534833,0.055684829761,0.0182142820096,0.0113651096969,0.00496344464091
5,0.612200021744,0.133799982071,0.604,0.604000004059,1,0.1,"(21, 21, 21, 21)","{'variant__hidden_layer_sizes': (21, 21, 21, 21), 'variant__alpha': 0.1, 'filter__n': 1}",169,0.604244694132,0.603938730853,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.00801003707719,0.0211036008684,0.000317110152044,7.92486763263e-05
6,0.632999944687,0.150600004196,0.6005,0.602374496088,1,0.01,"(50, 50)","{'variant__hidden_layer_sizes': (50, 50), 'variant__alpha': 0.01, 'filter__n': 1}",174,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0506004067446,0.00233236708649,0.00687831614611,0.0032824663256
7,0.581399917603,0.1148001194,0.599,0.600250453137,1,0.01,"(50,)","{'variant__hidden_layer_sizes': (50,), 'variant__alpha': 0.01, 'filter__n': 1}",181,0.604244694132,0.603938730853,0.60375,0.6040625,0.6,0.5925,0.60375,0.6040625,0.583229036295,0.596688534833,0.00634352342692,0.0171160996703,0.00802594034509,0.00480465567796
8,0.61219997406,0.133200025558,0.6005,0.602374496088,1,0.01,"(25,)","{'variant__hidden_layer_sizes': (25,), 'variant__alpha': 0.01, 'filter__n': 1}",174,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.60450563204,0.603873789441,0.0443142963497,0.0238947184966,0.00687831614611,0.0032824663256
9,0.677400016785,0.131199979782,0.59625,0.600937445166,1,0.01,"(25, 25)","{'variant__hidden_layer_sizes': (25, 25), 'variant__alpha': 0.01, 'filter__n': 1}",189,0.586766541823,0.595811190997,0.60375,0.6040625,0.60375,0.6040625,0.60375,0.6040625,0.583229036295,0.596688534833,0.0818501138071,0.0214886755784,0.00925345300849,0.00383743726903
